numVertices,maxWeight
5,0.8001866912773067
10,0.9003767994534748
15,0.933035741893147
20,0.9499656352983522
25,0.9599904131481558
30,0.9664238573477442
35,0.9715843185482775
40,0.9749634826641239
45,0.9777327246709759
50,0.9798062609011049
55,0.9819869661870678
60,0.9831964370371777
65,0.9847733752901662
70,0.9857669564062586
75,0.9867478570653213
80,0.9874912270084436
85,0.9882197063924667
90,0.9889629732106295
95,0.9895192185334941
100,0.99001277433378
105,0.990539208693413
110,0.9907949552953622
115,0.9913451396617504
120,0.9916930767515382
125,0.9919966496518662
130,0.9924211126569517
135,0.9926022768002698
140,0.9929363461234331
145,0.9931585050368292
150,0.9932730770545651
155,0.9935180129201144
160,0.9937006111574476
165,0.9939330527254672
170,0.9940549408309076
175,0.9943110281694624
180,0.9944650851837301
185,0.9945610963609568
190,0.9947227768754825
195,0.9948816277824654
200,0.9949532792921753
205,0.9951357984812352
210,0.9952774540426144
215,0.9953725541735173
220,0.9954625267106892
225,0.9955582425781416
230,0.9956527199772487
235,0.9957610083174457
240,0.9958206291398679
245,0.9959267885191906
250,0.9960245673258509
255,0.9960157283461711
260,0.9961518380953319
265,0.9962046109766503
270,0.9962962358569193
275,0.996384604339036
280,0.9963992670977591
285,0.9965016847696466
290,0.9965850599890141
295,0.996621335854151
300,0.9966511823299534
