numVertices,maxWeight
5,0.7573168437756598
10,0.8465899393871427
15,0.8816382578074932
20,0.9044229304060339
25,0.920296268953383
30,0.930121296042204
35,0.9389509135186672
40,0.9476240210473538
45,0.953260115134716
50,0.9581156752437353
55,0.9624559050887823
60,0.9678928285986185
65,0.9710306810885668
70,0.9740322371870279
75,0.976809416809678
80,0.9808932523995638
85,0.9826608639210462
90,0.9855941891998052
95,0.9857240170836449
100,0.9891327050358057
105,0.9891603808909655
110,0.9920732222825289
115,0.9942988494902849
120,0.99583669090271
125,0.9965241845786571
130,0.9967792299240827
135,0.9988471626192331
140,1.0017498819380999
145,1.0008012814879417
150,1.003819194895029
155,1.0033063169747591
160,1.0040255785226821
165,1.002841364967823
170,1.0072297242850066
175,1.0086960266530514
180,1.0087743903249502
185,1.0095520547062158
190,1.0089411427676678
195,1.011076569122076
200,1.01053427862823
